mileage,make,model,fuel,gear,offerType,price,hp,year,price_log,car_age,pred,residual,abs_error
3781,Renault,Clio,Electric/Gasoline,Automatic,Demonstration,16080,"91,0",2020,"9,685331542732957",2,"9,978519282001","-0,29318773926804376","0,29318773926804376"
28184,Volkswagen,Arteon,Diesel,Manual,Used,29990,"150,0",2019,"10,308619271743055",3,"10,09116953540326","0,2174497363397947","0,2174497363397947"
179000,Volkswagen,Passat Variant,Diesel,Automatic,Used,10750,"120,0",2015,"9,28266103355581",7,"9,031124472769168","0,25153656078664177","0,25153656078664177"
47965,Renault,Clio,Gasoline,Manual,Used,5800,"75,0",2012,"8,66561319653451",10,"8,627615600713781","0,03799759582072859","0,03799759582072859"
92500,Renault,Megane,Diesel,Manual,Used,10490,"165,0",2014,"9,258177701390343",8,"9,169470232695835","0,0887074686945084","0,0887074686945084"
19000,Volkswagen,up!,Gasoline,Manual,Used,10440,"60,0",2018,"9,25339986143663",4,"9,056147375556355","0,19725248588027533","0,19725248588027533"
91718,Ford,Focus,Gasoline,Automatic,Used,7980,"125,0",2013,"8,984693690443855",9,"9,169985386554721","-0,18529169611086616","0,18529169611086616"
111000,Skoda,Superb,Diesel,Automatic,Used,20479,"190,0",2015,"9,927155249836312",7,"9,827111163720478","0,10004408611583493","0,10004408611583493"
66681,Volkswagen,Golf,Gasoline,Automatic,Used,13999,"116,0",2019,"9,546741177474825",3,"9,670802207665893","-0,12406103019106851","0,12406103019106851"
15760,Ford,Transit,Diesel,Automatic,Used,27280,"170,0",2018,"10,213909111957399",4,"10,213391416448104","0,0005176955092949242","0,0005176955092949242"
17057,Opel,Adam,Gasoline,Manual,Used,14990,"101,0",2019,"9,615138591096644",3,"9,513621963385692","0,10151662771095182","0,10151662771095182"
118000,Skoda,Fabia,Diesel,Manual,Used,6000,"90,0",2015,"8,699514748210191",7,"8,895079054860656","-0,1955643066504642","0,1955643066504642"
89500,Skoda,Octavia,Gasoline,Automatic,Used,16290,"179,0",2017,"9,69830670159609",5,"10,013669915579152","-0,315363213983062","0,315363213983062"
32847,Volkswagen,up!,CNG,Manual,Used,9990,"68,0",2019,"9,2093398716426",3,"9,162780440389076","0,0465594312535238","0,0465594312535238"
12100,Volkswagen,Caddy,Diesel,Manual,Used,20439,"102,0",2020,"9,925200119441778",2,"10,09212546874637","-0,16692534930459324","0,16692534930459324"
122250,Skoda,Fabia,Diesel,Manual,Used,7990,"90,0",2018,"8,98594603876032",4,"9,04170625231655","-0,05576021355622984","0,05576021355622984"
45370,Opel,Corsa,Gasoline,Manual,Used,6000,"69,0",2014,"8,699514748210191",8,"8,777127254965526","-0,07761250675533482","0,07761250675533482"
152000,Volkswagen,Touran,Gasoline,Manual,Used,7799,"140,0",2011,"8,961750799330497",11,"8,708322406949156","0,2534283923813412","0,2534283923813412"
163000,Volkswagen,Jetta,Gasoline,Manual,Used,5099,"105,0",2011,"8,536799721055155",11,"8,695886347626534","-0,15908662657137818","0,15908662657137818"
21142,Ford,Kuga,Diesel,Automatic,Employee's car,31449,"190,0",2020,"10,356122465120682",2,"10,408459349834915","-0,05233688471423292","0,05233688471423292"
67248,Skoda,Octavia,Diesel,Automatic,Used,19450,"150,0",2019,"9,875602349046593",3,"10,077520714200226","-0,2019183651536327","0,2019183651536327"
100000,Skoda,Superb,Diesel,Automatic,Used,19870,"190,0",2017,"9,896966335545862",5,"9,970131077693399","-0,07316474214753654","0,07316474214753654"
99293,Volkswagen,Sharan,Diesel,Automatic,Used,20333,"150,0",2016,"9,920000460910341",6,"9,696573694307583","0,22342676660275806","0,22342676660275806"
7900,Opel,Zafira Life,Diesel,Manual,Demonstration,28895,"120,0",2020,"10,271423848751878",2,"10,037203044707923","0,2342208040439555","0,2342208040439555"
11,Renault,Megane,Gasoline,Manual,Pre-registered,17450,"140,0",2021,"9,767094927630573",1,"10,019537869951002","-0,2524429423204282","0,2524429423204282"
22453,Renault,Twingo,Gasoline,Manual,Used,7990,"71,0",2018,"8,98594603876032",4,"9,143528197294454","-0,15758215853413482","0,15758215853413482"
3003,Ford,Puma,Gasoline,Manual,Used,30950,"200,0",2021,"10,340128278112742",1,"10,268011990215404","0,07211628789733737","0,07211628789733737"
20,Renault,Clio,Gasoline,Manual,Used,16990,"91,0",2021,"9,740380214665977",1,"9,769603103749214","-0,029222889083236225","0,029222889083236225"
129500,Volkswagen,Golf Variant,Gasoline,Manual,Used,6995,"86,0",2011,"8,852950887099581",11,"8,68112666152946","0,17182422557012167","0,17182422557012167"
82836,Skoda,Octavia,Gasoline,Manual,Used,22980,"245,0",2018,"10,042379551402746",4,"9,943985273605108","0,0983942777976381","0,0983942777976381"
56714,Volkswagen,Scirocco,Gasoline,Manual,Used,10499,"122,0",2013,"9,259035293514941",9,"9,276671145446436","-0,01763585193149453","0,01763585193149453"
79300,Ford,Kuga,Diesel,Manual,Used,12490,"163,0",2012,"9,432683603119623",10,"9,219380769777054","0,21330283334256883","0,21330283334256883"
1510,Volkswagen,up!,Gasoline,Manual,Used,11990,"65,0",2021,"9,39182824802156",1,"9,43527245748396","-0,04344420946240035","0,04344420946240035"
34000,Volkswagen,Polo,Gasoline,Automatic,Used,11990,"110,0",2015,"9,39182824802156",7,"9,455160984138757","-0,06333273611719825","0,06333273611719825"
31118,Ford,Fiesta,Gasoline,Manual,Used,8980,"65,0",2016,"9,102755161296246",6,"8,982575220656308","0,12017994063993775","0,12017994063993775"
65790,Volkswagen,up!,Gasoline,Manual,Used,6980,"60,0",2015,"8,850804195756417",7,"8,772526499144188","0,07827769661222916","0,07827769661222916"
50,Skoda,Fabia,Gasoline,Manual,Pre-registered,13447,"95,0",2021,"9,50651131182387",1,"9,716314462333369","-0,20980315050949905","0,20980315050949905"
31170,Renault,Twingo,Gasoline,Manual,Used,7280,"69,0",2017,"8,892886141190731",5,"9,002066302946481","-0,1091801617557504","0,1091801617557504"
15328,Opel,Insignia,Gasoline,Manual,Used,18450,"165,0",2017,"9,822819649468673",5,"9,872822868690118","-0,050003219221444795","0,050003219221444795"
6250,Opel,Astra,Gasoline,Manual,Used,19875,"131,0",2021,"9,897217939522532",1,"10,108570355890024","-0,21135241636749136","0,21135241636749136"
68000,Renault,Clio,Gasoline,Manual,Used,9490,"90,0",2019,"9,157993891603974",3,"9,236857370819306","-0,07886347921533243","0,07886347921533243"
54800,Volkswagen,Polo,Gasoline,Manual,Used,11885,"75,0",2017,"9,383032379794294",5,"9,058714886402678","0,3243174933916162","0,3243174933916162"
10,Ford,Fiesta,Gasoline,Manual,Pre-registered,16480,"95,0",2020,"9,709902803463462",2,"9,650152669933151","0,059750133530311444","0,059750133530311444"
127000,Volkswagen,Passat Variant,Diesel,Manual,Used,10999,"177,0",2014,"9,305559638557117",8,"9,448846678961543","-0,14328704040442553","0,14328704040442553"
12192,Opel,Corsa,Gasoline,Manual,Used,10940,"90,0",2019,"9,300181075975972",3,"9,404591622468466","-0,1044105464924936","0,1044105464924936"
1450,Renault,Arkana,Gasoline,Automatic,Demonstration,25580,"140,0",2021,"10,149566075132833",1,"10,188535034182774","-0,038968959049940466","0,038968959049940466"
39000,Renault,Megane,Gasoline,Manual,Used,5300,"101,0",2011,"8,575462099540212",11,"8,810191336217766","-0,23472923667755374","0,23472923667755374"
56500,Opel,Insignia,Diesel,Automatic,Used,24440,"170,0",2017,"10,103976413285531",5,"9,928401981690069","0,1755744315954626","0,1755744315954626"
77000,Volkswagen,Golf Plus,Gasoline,Automatic,Used,9300,"122,0",2013,"9,137769679141348",9,"9,355462661293318","-0,21769298215196997","0,21769298215196997"
1800,Volkswagen,Polo,Gasoline,Manual,Used,17600,"95,0",2020,"9,775654181026242",2,"9,675563262509037","0,1000909185172052","0,1000909185172052"
7005,Opel,Insignia,Diesel,Manual,Demonstration,25880,"122,0",2020,"10,161225748614838",2,"10,256970609777447","-0,0957448611626095","0,0957448611626095"
195000,Opel,Astra,Diesel,Manual,Used,5990,"110,0",2015,"8,697846691109495",7,"8,861980484565045","-0,1641337934555498","0,1641337934555498"
79450,Opel,Astra,Gasoline,Manual,Used,7990,"140,0",2012,"8,98594603876032",10,"9,057351439036076","-0,07140540027575604","0,07140540027575604"
1000,Renault,Captur,Gasoline,Automatic,Demonstration,23890,"154,0",2021,"10,081215240319855",1,"10,309197471126357","-0,22798223080650182","0,22798223080650182"
80000,Volkswagen,Touran,Gasoline,Automatic,Used,13890,"140,0",2014,"9,53892443574839",8,"9,406970131736792","0,13195430401159847","0,13195430401159847"
75907,Skoda,Fabia,Gasoline,Manual,Used,6800,"86,0",2014,"8,824677891164198",8,"8,944713567117253","-0,12003567595305498","0,12003567595305498"
80100,Opel,Corsa,Gasoline,Manual,Used,5938,"69,0",2012,"8,689127655323706",10,"8,638528801114898","0,05059885420880761","0,05059885420880761"
113478,Ford,Fiesta,Gasoline,Manual,Used,6666,"101,0",2014,"8,804775258867686",8,"8,843791510122758","-0,03901625125507202","0,03901625125507202"
140300,Opel,Zafira,Diesel,Manual,Used,13490,"170,0",2018,"9,509703949201802",4,"9,474714698082916","0,03498925111888518","0,03498925111888518"
10,Volkswagen,Tiguan,Diesel,Manual,Pre-registered,34990,"150,0",2021,"10,462817585361734",1,"10,357571765009494","0,1052458203522395","0,1052458203522395"
92377,Volkswagen,Golf,Diesel,Manual,Used,11511,"110,0",2015,"9,351058378915061",7,"9,177002684358003","0,17405569455705816","0,17405569455705816"
41500,Opel,Meriva,Gasoline,Automatic,Used,9490,"140,0",2013,"9,157993891603974",9,"9,403188352611565","-0,2451944610075909","0,2451944610075909"
64480,Volkswagen,up!,Gasoline,Manual,Used,7945,"60,0",2016,"8,980298078970817",6,"8,824024260328123","0,15627381864269374","0,15627381864269374"
125000,Volkswagen,up!,Gasoline,Manual,Used,4990,"60,0",2016,"8,515191188745565",6,"8,670754871419614","-0,15556368267404963","0,15556368267404963"
75254,Opel,Zafira,Diesel,Automatic,Used,18990,"170,0",2019,"9,85166780380633",3,"9,990885398655864","-0,13921759484953355","0,13921759484953355"
44000,Ford,Ka/Ka+,Gasoline,Manual,Used,5000,"69,0",2014,"8,517193191416238",8,"8,775066501391674","-0,25787330997543556","0,25787330997543556"
71744,Volkswagen,up!,Gasoline,Manual,Used,6460,"75,0",2015,"8,773384596776648",7,"8,869923634766169","-0,09653903798952079","0,09653903798952079"
211001,Volkswagen,Caddy,Diesel,Manual,Used,6950,"102,0",2013,"8,846496938558838",9,"9,021293228041486","-0,17479628948264825","0,17479628948264825"
148126,Ford,S-Max,Diesel,Manual,Used,13950,"200,0",2013,"9,543234787249512",9,"9,227524024558848","0,31571076269066367","0,31571076269066367"
29484,Opel,Corsa,Gasoline,Manual,Used,5440,"69,0",2011,"8,601534339849989",11,"8,639299550706767","-0,03776521085677764","0,03776521085677764"
112981,Skoda,Rapid/Spaceback,Diesel,Manual,Used,7890,"90,0",2014,"8,97335141383992",8,"8,903483907852308","0,06986750598761127","0,06986750598761127"
36500,Opel,Astra,Gasoline,Manual,Used,10850,"116,0",2015,"9,291920358968605",7,"9,228954138961114","0,06296622000749075","0,06296622000749075"
90173,Ford,Focus,Gasoline,Manual,Used,8990,"101,0",2014,"9,103868127465667",8,"8,9084996083891","0,19536851907656683","0,19536851907656683"
1750,Opel,Corsa,Gasoline,Automatic,Used,18450,"101,0",2021,"9,822819649468673",1,"9,88054848325692","-0,05772883378824645","0,05772883378824645"
35000,Renault,Captur,Gasoline,Manual,Used,10100,"90,0",2015,"9,22029070282935",7,"9,096193043943464","0,12409765888588709","0,12409765888588709"
46060,Volkswagen,Golf GTI,Gasoline,Automatic,Used,22980,"230,0",2018,"10,042379551402746",4,"10,202615927174282","-0,16023637577153593","0,16023637577153593"
108850,Volkswagen,Touran,Gasoline,Manual,Used,10699,"105,0",2015,"9,277905558138606",7,"9,138832365028044","0,139073193110562","0,139073193110562"
33600,Renault,Clio,Gasoline,Manual,Used,7990,"73,0",2015,"8,98594603876032",7,"8,928457508262548","0,05748853049777125","0,05748853049777125"
48989,Skoda,Fabia,Gasoline,Manual,Used,8990,"60,0",2017,"9,103868127465667",5,"8,938527494084335","0,16534063338133187","0,16534063338133187"
185000,Volkswagen,Golf Variant,Gasoline,Manual,Used,4799,"105,0",2012,"8,476162841858246",10,"8,65242660508434","-0,17626376322609438","0,17626376322609438"
175000,Ford,Kuga,Diesel,Manual,Used,10888,"140,0",2013,"9,295416544331301",9,"9,115928807347212","0,1794877369840897","0,1794877369840897"
27252,Opel,Grandland X,Gasoline,Automatic,Used,20990,"131,0",2019,"9,951801412814678",3,"9,870798460975973","0,08100295183870543","0,08100295183870543"
69500,Volkswagen,up!,Gasoline,Manual,Demonstration,6489,"60,0",2016,"8,77786371462117",6,"8,811223548538287","-0,0333598339171175","0,0333598339171175"
77000,Renault,Megane,Gasoline,Manual,Used,6990,"116,0",2015,"8,852235835227855",7,"9,124012276204978","-0,2717764409771224","0,2717764409771224"
56108,Volkswagen,Polo,Gasoline,Automatic,Used,8800,"90,0",2013,"9,082507000466299",9,"9,041703816211065","0,04080318425523366","0,04080318425523366"
50000,Opel,Combo,Gasoline,Manual,Used,6950,"95,0",2015,"8,846496938558838",7,"9,077011074694273","-0,2305141361354348","0,2305141361354348"
2500,Opel,Corsa,Gasoline,Manual,Used,13490,"75,0",2020,"9,509703949201802",2,"9,477819351668769","0,03188459753303263","0,03188459753303263"
91000,Ford,Transit Courier,Diesel,Manual,Used,8990,"95,0",2017,"9,103868127465667",5,"9,148262751188138","-0,04439462372247149","0,04439462372247149"
7300,Ford,Puma,Gasoline,Manual,Employee's car,20950,"125,0",2020,"9,949893925350283",2,"9,900273736353917","0,04962018899636611","0,04962018899636611"
23277,Renault,Kadjar,Gasoline,Manual,Used,18590,"140,0",2020,"9,83037908071549",2,"9,85014312766269","-0,019764046947200242","0,019764046947200242"
47000,Volkswagen,Polo,Gasoline,Manual,Used,6999,"60,0",2012,"8,85352256068954",10,"8,660741426534527","0,19278113415501252","0,19278113415501252"
75000,Opel,Meriva,Diesel,Manual,Used,7300,"110,0",2015,"8,895629627136483",7,"9,272153163636327","-0,37652353649984427","0,37652353649984427"
61338,Volkswagen,Tiguan,Diesel,Automatic,Used,31530,"190,0",2018,"10,358694752539106",4,"10,211966504491059","0,1467282480480474","0,1467282480480474"
100,Skoda,Fabia,Gasoline,Manual,Pre-registered,14680,"60,0",2021,"9,594241302168507",1,"9,532040413074462","0,06220088909404531","0,06220088909404531"
157000,Opel,Zafira,Gasoline,Manual,Used,6500,"150,0",2012,"8,779557455883728",10,"8,811528053939394","-0,0319705980556666","0,0319705980556666"
83304,Volkswagen,Polo,Gasoline,Manual,Used,7890,"60,0",2015,"8,97335141383992",7,"8,717822171056044","0,2555292427838758","0,2555292427838758"
8913,Opel,Adam,Gasoline,Manual,Used,13197,"87,0",2019,"9,48774481001683",3,"9,458700765059904","0,02904404495692603","0,02904404495692603"
99200,Volkswagen,Polo,Gasoline,Manual,Used,6470,"60,0",2012,"8,774931387494947",10,"8,602771656632088","0,17215973086285885","0,17215973086285885"
97311,Volkswagen,Tiguan,Diesel,Manual,Used,21480,"150,0",2019,"9,974877548622802",3,"9,851775643518451","0,1231019051043507","0,1231019051043507"
99998,Opel,Insignia,Diesel,Automatic,Used,12650,"136,0",2017,"9,445412494155667",5,"9,417951372679921","0,027461121475745642","0,027461121475745642"
81218,Skoda,Fabia,Gasoline,Manual,Used,9690,"95,0",2017,"9,178849704884811",5,"9,144809821673059","0,03403988321175255","0,03403988321175255"
84200,Opel,Mokka,Gasoline,Automatic,Used,11500,"140,0",2014,"9,350102314351341",8,"9,424197128283824","-0,07409481393248285","0,07409481393248285"
5500,Ford,Mondeo,Electric/Gasoline,Automatic,Used,23990,"188,0",2020,"10,08539235583374",2,"10,239010367716089","-0,15361801188234914","0,15361801188234914"
160000,Ford,Mondeo,Diesel,Manual,Used,8900,"163,0",2014,"9,093806555720231",8,"9,139969616066143","-0,04616306034591133","0,04616306034591133"
1550,Renault,Twingo,Gasoline,Manual,Demonstration,11990,"65,0",2021,"9,39182824802156",1,"9,43527245748396","-0,04344420946240035","0,04344420946240035"
38203,Ford,Kuga,Gasoline,Automatic,Used,23950,"182,0",2017,"10,083723602839061",5,"9,890078100393639","0,19364550244542222","0,19364550244542222"
53870,Skoda,Superb,Diesel,Manual,Used,23940,"150,0",2018,"10,083305979111964",4,"9,984166152856499","0,09913982625546502","0,09913982625546502"
102000,Ford,Fiesta,Gasoline,Manual,Used,6789,"101,0",2012,"8,823058934301647",10,"8,680158160783177","0,14290077351846975","0,14290077351846975"
66874,Opel,Astra,Diesel,Manual,Used,11470,"110,0",2019,"9,347490210123416",3,"9,472325666714486","-0,12483545659106987","0,12483545659106987"
174000,Opel,Astra,Diesel,Manual,Used,4950,"110,0",2012,"8,507142855562735",10,"8,693887608021956","-0,18674475245922117","0,18674475245922117"
73000,Ford,Fiesta,Gasoline,Manual,Used,7500,"60,0",2015,"8,922658299524402",7,"8,762438554935324","0,16021974458907806","0,16021974458907806"
119800,Volkswagen,Golf,Gasoline,Manual,Used,9490,"110,0",2015,"9,157993891603974",7,"9,054484789496323","0,10350910210765107","0,10350910210765107"
41400,Renault,Clio,Gasoline,Manual,Used,7980,"73,0",2016,"8,984693690443855",6,"8,978581277910415","0,006112412533440192","0,006112412533440192"
193400,Skoda,Rapid/Spaceback,Diesel,Manual,Used,7450,"90,0",2016,"8,915969311373605",6,"8,825121706257587","0,09084760511601786","0,09084760511601786"
9000,Volkswagen,Passat,Electric/Gasoline,Automatic,Demonstration,33990,"156,0",2020,"10,433821642690162",2,"10,504944453387964","-0,07112281069780124","0,07112281069780124"
151902,Renault,Megane,Diesel,Manual,Used,11480,"131,0",2018,"9,348361669873558",4,"9,270839470776485","0,07752219909707314","0,07752219909707314"
124000,Volkswagen,Golf,Gasoline,Manual,Used,5990,"86,0",2012,"8,697846691109495",10,"8,681797534181673","0,016049156927822494","0,016049156927822494"
62000,Skoda,Rapid/Spaceback,Gasoline,Automatic,Used,9650,"122,0",2014,"9,174713194333032",8,"9,462568990909286","-0,28785579657625426","0,28785579657625426"
8000,Renault,Kadjar,Gasoline,Automatic,Used,21990,"159,0",2019,"9,998343083548807",3,"10,083298452445153","-0,08495536889634536","0,08495536889634536"
229800,Skoda,Octavia,Diesel,Manual,Used,7800,"140,0",2013,"8,961879012677683",9,"9,056075267729648","-0,0941962550519655","0,0941962550519655"
22578,Skoda,Fabia,Gasoline,Manual,Used,9490,"60,0",2018,"9,157993891603974",4,"9,05115899907451","0,10683489252946465","0,10683489252946465"
210000,Volkswagen,Touran,Diesel,Manual,Used,8990,"140,0",2011,"9,103868127465667",11,"8,970089769496463","0,133778357969204","0,133778357969204"
52661,Renault,ZOE,Electric,Automatic,Used,7500,"92,0",2016,"8,922658299524402",6,"8,99683568957124","-0,0741773900468381","0,0741773900468381"
46623,Opel,Corsa,Gasoline,Manual,Used,7490,"69,0",2017,"8,921324076511265",5,"8,987125198821529","-0,0658011223102637","0,0658011223102637"
81100,Ford,Mondeo,Gasoline,Manual,Used,9990,"160,0",2012,"9,2093398716426",10,"9,30014423780176","-0,09080436615916021","0,09080436615916021"
84000,Skoda,Yeti,Diesel,Manual,Used,8888,"110,0",2013,"9,092457331319466",9,"9,021484021115084","0,07097331020438169","0,07097331020438169"
50,Ford,Fiesta,Gasoline,Automatic,Pre-registered,21985,"125,0",2021,"9,99811568161491",1,"10,062686339934942","-0,06457065832003117","0,06457065832003117"
278000,Renault,Espace,Diesel,Automatic,Used,4890,"173,0",2011,"8,494947582468917",11,"8,692523534845947","-0,1975759523770293","0,1975759523770293"
17500,Volkswagen,Golf Sportsvan,Diesel,Automatic,Used,24900,"150,0",2019,"10,1226230824528",3,"10,237823757355011","-0,11520067490221209","0,11520067490221209"
10495,Opel,Adam,Gasoline,Manual,Used,10499,"87,0",2017,"9,259035293514941",5,"9,294380851910724","-0,03534555839578246","0,03534555839578246"
39094,Opel,Corsa,Gasoline,Manual,Used,5399,"69,0",2014,"8,593969030218288",8,"8,770166384406828","-0,17619735418854","0,17619735418854"
17882,Ford,Kuga,Gasoline,Manual,Used,16998,"120,0",2019,"9,740850969058572",3,"9,743343909545933","-0,0024929404873610395","0,0024929404873610395"
81375,Volkswagen,CC,Diesel,Manual,Used,18200,"184,0",2016,"9,809176873064887",6,"9,777115198622722","0,0320616744421649","0,0320616744421649"
34724,Opel,Corsa,Gasoline,Manual,Used,8995,"69,0",2017,"9,104424146384634",5,"9,000308653566472","0,10411549281816157","0,10411549281816157"
169900,Ford,Kuga,Diesel,Manual,Used,9890,"120,0",2015,"9,199279424616758",7,"8,975450471198322","0,22382895341843678","0,22382895341843678"
56000,Opel,Astra,Diesel,Manual,Used,11500,"136,0",2016,"9,350102314351341",6,"9,473912424963698","-0,12381011061235725","0,12381011061235725"
50,Skoda,Fabia,Gasoline,Manual,Pre-registered,13447,"95,0",2021,"9,50651131182387",1,"9,716314462333369","-0,20980315050949905","0,20980315050949905"
13000,Volkswagen,up!,Gasoline,Manual,Used,11800,"60,0",2019,"9,375854810453756",3,"9,196061478203069","0,1797933322506875","0,1797933322506875"
80391,Skoda,Octavia,Diesel,Automatic,Used,17771,"150,0",2018,"9,785323194185485",4,"9,961177687037466","-0,17585449285198074","0,17585449285198074"
19950,Volkswagen,up!,Gasoline,Manual,Used,8350,"75,0",2015,"9,030016817844901",7,"9,009488989524481","0,020527828320419772","0,020527828320419772"
28700,Ford,Fiesta,Gasoline,Manual,Used,13800,"86,0",2019,"9,532423871145296",3,"9,38812877912861","0,14429509201668544","0,14429509201668544"
76320,Volkswagen,Golf Variant,Diesel,Manual,Used,12840,"110,0",2015,"9,460320577243952",7,"9,272153163636327","0,18816741360762457","0,18816741360762457"
110000,Volkswagen,up!,Gasoline,Manual,Used,4900,"60,0",2012,"8,496990484098719",10,"8,574983140355757","-0,0779926562570381","0,0779926562570381"
70830,Ford,Focus,Gasoline,Manual,Used,5500,"105,0",2011,"8,612503371220562",11,"8,967639881693398","-0,35513651047283545","0,35513651047283545"
88000,Opel,Meriva,Gasoline,Manual,Used,5999,"101,0",2011,"8,699348067653093",11,"8,666682368265837","0,03266569938725539","0,03266569938725539"
131285,Skoda,Octavia,Diesel,Automatic,Used,13480,"150,0",2017,"9,508962384466297",5,"9,540245184299982","-0,03128279983368465","0,03128279983368465"
117000,Opel,Astra,Gasoline,Manual,Used,6150,"120,0",2011,"8,724207360800564",11,"8,714015595391732","0,010191765408832154","0,010191765408832154"
129000,Opel,Corsa,Diesel,Manual,Used,6190,"95,0",2015,"8,730690365678642",7,"8,833394051533471","-0,10270368585482892","0,10270368585482892"
62000,Volkswagen,Golf Plus,Gasoline,Manual,Used,9500,"122,0",2011,"9,159047077588632",11,"9,077946587319644","0,08110049026898736","0,08110049026898736"
58270,Opel,Mokka,Gasoline,Manual,Used,11985,"140,0",2016,"9,391411146868485",6,"9,408435782300101","-0,01702463543161592","0,01702463543161592"
52500,Opel,Mokka,Diesel,Automatic,Used,13990,"136,0",2016,"9,546098067659527",6,"9,600039235191819","-0,053941167532292056","0,053941167532292056"
75200,Skoda,Kodiaq,Diesel,Automatic,Used,24960,"150,0",2017,"10,125029822483365",5,"9,909918613212012","0,21511120927135252","0,21511120927135252"
122770,Volkswagen,Passat,Diesel,Automatic,Used,13980,"177,0",2014,"9,5453830157878",8,"9,51526657102165","0,030116444766150607","0,030116444766150607"
23835,Ford,Focus,Gasoline,Manual,Used,16380,"125,0",2019,"9,70381635740706",3,"9,723775187403195","-0,019958829996134853","0,019958829996134853"
6149,Renault,Twingo,Gasoline,Manual,Used,9895,"90,0",2018,"9,199784858036667",4,"9,348330880548964","-0,14854602251229743","0,14854602251229743"
60000,Renault,Captur,Gasoline,Manual,Used,8990,"90,0",2013,"9,103868127465667",9,"8,915094309446532","0,1887738180191345","0,1887738180191345"
178000,Skoda,Superb,Gasoline,Automatic,Used,9200,"160,0",2013,"9,126958763037132",9,"9,055781737295355","0,0711770257417772","0,0711770257417772"
49500,Renault,Clio,Gasoline,Manual,Used,4987,"75,0",2013,"8,514589805546123",9,"8,696960523678468","-0,1823707181323453","0,1823707181323453"
11695,Volkswagen,T-Roc,Gasoline,Manual,Used,26940,"150,0",2020,"10,201367449964355",2,"10,080577953468719","0,12078949649563597","0,12078949649563597"
69990,Ford,Focus,Gasoline,Manual,Used,19950,"250,0",2018,"9,90098442231801",4,"9,89440233738192","0,006582084936090027","0,006582084936090027"
48811,Ford,Fiesta,Gasoline,Manual,Used,8640,"86,0",2017,"9,064157861798101",5,"9,234031253508677","-0,16987339171057592","0,16987339171057592"
137000,Volkswagen,Golf,Gasoline,Manual,Used,10980,"140,0",2013,"9,30383071506352",9,"9,019832834380159","0,28399788068336207","0,28399788068336207"
105400,Opel,Corsa,Gasoline,Manual,Used,4900,"87,0",2011,"8,496990484098719",11,"8,548269429658014","-0,0512789455592948","0,0512789455592948"
136480,Opel,Astra,Diesel,Manual,Used,8120,"160,0",2011,"9,002085433155724",11,"9,058970516319805","-0,05688508316408125","0,05688508316408125"
31947,Volkswagen,up!,Gasoline,Manual,Used,9380,"75,0",2018,"9,14633504200027",4,"9,161000054918446","-0,01466501291817579","0,01466501291817579"
78900,Renault,Clio,Gasoline,Manual,Used,5899,"73,0",2014,"8,682538124003075",8,"8,76351172071815","-0,08097359671507398","0,08097359671507398"
16196,Ford,Fiesta,Gasoline,Manual,Used,8440,"71,0",2019,"9,040737587590003",3,"9,18534623008124","-0,14460864249123695","0,14460864249123695"
219000,Volkswagen,Caddy,Diesel,Manual,Used,9900,"102,0",2015,"9,20029003612268",7,"9,082117883667017","0,11817215245566359","0,11817215245566359"
133000,Volkswagen,Golf,Diesel,Manual,Used,8900,"105,0",2011,"9,093806555720231",11,"8,85603677027244","0,23776978544779226","0,23776978544779226"
40000,Opel,Corsa,Gasoline,Manual,Used,7800,"87,0",2013,"8,961879012677683",9,"8,833868789894503","0,12801022278318008","0,12801022278318008"
2900,Opel,Corsa,Gasoline,Manual,Used,14790,"75,0",2021,"9,601706555704846",1,"9,563085827478735","0,0386207282261104","0,0386207282261104"
10755,Volkswagen,Golf,Gasoline,Manual,Used,17950,"131,0",2019,"9,795345393916424",3,"9,851225576262554","-0,05588018234612946","0,05588018234612946"
104000,Ford,Fiesta,Diesel,Manual,Used,7599,"95,0",2016,"8,935771938669784",6,"9,007937895027595","-0,07216595635781076","0,07216595635781076"
149230,Ford,C-Max,Diesel,Manual,Used,8450,"120,0",2016,"9,041921720351219",6,"9,053826238655226","-0,011904518304007183","0,011904518304007183"
24704,Opel,Crossland X,Gasoline,Manual,Used,11990,"82,0",2018,"9,39182824802156",4,"9,307356218958994","0,08447202906256557","0,08447202906256557"
28450,Opel,Mokka X,Gasoline,Manual,Used,16290,"140,0",2019,"9,69830670159609",3,"9,74316020361654","-0,04485350202044991","0,04485350202044991"
96000,Opel,Astra,Diesel,Manual,Used,7995,"110,0",2015,"8,986571625268054",7,"9,17720050924551","-0,1906288839774568","0,1906288839774568"
73650,Volkswagen,T6 Multivan,Diesel,Manual,Used,35940,"150,0",2018,"10,48960616033755",4,"9,907383715200119","0,5822224451374307","0,5822224451374307"
190000,Opel,Insignia,Diesel,Automatic,Used,5500,"160,0",2011,"8,612503371220562",11,"8,84433714025958","-0,2318337690390173","0,2318337690390173"
115125,Skoda,Fabia,Diesel,Manual,Used,8211,"75,0",2018,"9,01322999770879",4,"8,994930794630251","0,01829920307853783","0,01829920307853783"
6550,Ford,Puma,Electric/Gasoline,Manual,Employee's car,24480,"155,0",2019,"10,105611736626262",3,"10,026528642151849","0,07908309447441297","0,07908309447441297"
